Sr. No,Security Symbol,Security Name,Industry,Equity,Market Capitalisation,Weightage,Beta,R2,Volatility,Monthly Return,Avg. Impact Cost,Market Capitalisation Type,Year,Month
22,HDFC,Housing Development Finance Corporation Ltd.,FINANCE - HOUSING,3386844276.0,323348.8,7.47,1.25,0.43,1.19,12.42,0.02,Free,2018,Nov
23,ITC,I T C Ltd.,CIGARETTES,12231342282.0,244700.23,5.65,0.87,0.28,1.24,2.03,0.03,Free,2018,Nov
24,ICICIBANK,ICICI Bank Ltd.,BANKS,12868342266.0,228509.59,5.28,1.37,0.29,1.19,0.04,0.03,Free,2018,Nov
25,IBULHSGFIN,Indiabulls Housing Finance Ltd.,FINANCE - HOUSING,853391352.0,23816.79,0.55,2.0,0.26,2.41,-14.26,0.04,Free,2018,Nov
26,IOC,Indian Oil Corporation Ltd.,REFINERIES,97118099280.0,28758.61,0.66,1.29,0.18,2.74,-2.78,0.04,Free,2018,Nov
27,INDUSINDBK,IndusInd Bank Ltd.,BANKS,6010120300.0,83362.17,1.93,0.93,0.23,1.95,14.5,0.03,Free,2018,Nov
28,INFY,Infosys Ltd.,COMPUTERS - SOFTWARE,21841914900.0,253663.92,5.86,0.54,0.08,1.79,-2.76,0.02,Free,2018,Nov
29,JSWSTEEL,JSW Steel Ltd.,STEEL AND STEEL PRODUCTS,2417220440.0,32663.3,0.75,1.33,0.28,1.59,-7.41,0.03,Free,2018,Nov
30,KOTAKBANK,Kotak Mahindra Bank Ltd.,BANKS,9534034035.0,164703.3,3.8,0.94,0.27,1.56,10.26,0.02,Free,2018,Nov
31,LT,Larsen & Toubro Ltd.,ENGINEERING,2803974072.0,176734.49,4.08,1.08,0.37,1.04,10.4,0.02,Free,2018,Nov
32,M&M,Mahindra & Mahindra Ltd.,AUTOMOBILES - 4 WHEELERS,6215962720.0,73743.07,1.7,1.18,0.31,1.77,3.26,0.02,Free,2018,Nov
33,MARUTI,Maruti Suzuki India Ltd.,AUTOMOBILES - 4 WHEELERS,1510400300.0,101834.33,2.35,1.11,0.33,1.92,15.8,0.02,Free,2018,Nov
34,NTPC,NTPC Ltd.,POWER,82454644000.0,43959.87,1.02,0.6,0.17,1.27,-12.12,0.04,Free,2018,Nov
35,ONGC,Oil & Natural Gas Corporation Ltd.,OIL EXPLORATION/PRODUCTION,64166175900.0,39611.06,0.91,1.0,0.18,1.44,-8.45,0.03,Free,2018,Nov
36,POWERGRID,Power Grid Corporation of India Ltd.,POWER,52315896480.0,41468.72,0.96,0.52,0.12,1.46,-3.12,0.03,Free,2018,Nov
37,RELIANCE,Reliance Industries Ltd.,REFINERIES,63384392110.0,399624.01,9.23,1.31,0.39,1.38,10.02,0.02,Free,2018,Nov
38,SBIN,State Bank of India,BANKS,8924587534.0,106696.12,2.46,1.47,0.33,1.56,1.15,0.02,Free,2018,Nov
39,SUNPHARMA,Sun Pharmaceutical Industries Ltd.,PHARMACEUTICALS,2399324674.0,54367.74,1.26,0.89,0.11,2.39,-15.11,0.02,Free,2018,Nov
40,TCS,Tata Consultancy Services Ltd.,COMPUTERS - SOFTWARE,3828575182.0,210996.61,4.87,0.43,0.04,1.88,1.55,0.02,Free,2018,Nov
41,TATAMOTORS,Tata Motors Ltd.,AUTOMOBILES - 4 WHEELERS,5774697388.0,31774.69,0.73,1.26,0.21,2.35,-3.99,0.03,Free,2018,Nov
42,TATASTEEL,Tata Steel Ltd.,STEEL AND STEEL PRODUCTS,11266107550.0,39968.21,0.92,1.43,0.3,1.65,-4.4,0.02,Free,2018,Nov
43,TECHM,Tech Mahindra Ltd.,COMPUTERS - SOFTWARE,4903657745.0,44310.24,1.02,0.6,0.06,2.05,-5.1,0.02,Free,2018,Nov
44,TITAN,Titan Company Ltd.,"GEMS, JEWELLERY AND WATCHES",887786160.0,38684.13,0.89,0.92,0.16,1.62,9.77,0.02,Free,2018,Nov
45,UPL,UPL Ltd.,PESTICIDES AND AGROCHEMICALS,1018685340.0,27790.55,0.64,1.45,0.26,1.55,12.37,0.03,Free,2018,Nov
46,ULTRACEMCO,UltraTech Cement Ltd.,CEMENT AND CEMENT PRODUCTS,2746258690.0,41739.48,0.96,1.08,0.3,1.61,14.3,0.03,Free,2018,Nov
47,VEDL,Vedanta Ltd.,MINING,3717196639.0,36400.65,0.84,1.41,0.23,2.57,-7.25,0.02,Free,2018,Nov
48,WIPRO,Wipro Ltd.,COMPUTERS - SOFTWARE,9048094464.0,36718.3,0.85,0.32,0.03,1.91,-1.98,0.02,Free,2018,Nov
49,YESBANK,Yes Bank Ltd.,BANKS,4616253240.0,31353.59,0.72,1.34,0.1,5.06,-9.73,0.04,Free,2018,Nov
50,ZEEL,Zee Entertainment Enterprises Ltd.,MEDIA & ENTERTAINMENT,960463070.0,27218.37,0.63,0.68,0.13,1.74,8.31,0.03,Free,2018,Nov
1,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,SHIPPING,4141903522.0,25092.27,0.61,1.32,0.3,3.17,-3.06,0.04,Free,2018,Oct
2,ASIANPAINT,Asian Paints Ltd.,PAINTS,959197790.0,55469.26,1.34,0.84,0.23,2.4,-4.86,0.02,Free,2018,Oct
3,AXISBANK,Axis Bank Ltd.,BANKS,5137681032.0,103230.4,2.49,1.28,0.28,2.8,-5.03,0.03,Free,2018,Oct
4,BAJAJ-AUTO,Bajaj Auto Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,2893670200.0,35274.97,0.85,0.98,0.23,2.09,-3.49,0.04,Free,2018,Oct
5,BAJFINANCE,Bajaj Finance Ltd.,FINANCE,1155936776.0,56458.58,1.36,1.51,0.28,4.46,9.9,0.03,Free,2018,Oct
6,BAJAJFINSV,Bajaj Finserv Ltd.,FINANCE,795675485.0,32682.64,0.79,1.36,0.32,3.43,-10.02,0.05,Free,2018,Oct
7,BPCL,Bharat Petroleum Corporation Ltd.,REFINERIES,21692527440.0,21483.41,0.52,1.46,0.19,5.74,-26.47,0.04,Free,2018,Oct
8,BHARTIARTL,Bharti Airtel Ltd.,TELECOMMUNICATION - SERVICES,19987000535.0,38565.12,0.93,1.17,0.18,3.18,-13.65,0.04,Free,2018,Oct
9,INFRATEL,Bharti Infratel Ltd.,TELECOMMUNICATION - EQUIPMENT,18496082460.0,22908.32,0.55,0.36,0.03,1.93,2.4,0.04,Free,2018,Oct
10,CIPLA,Cipla Ltd.,PHARMACEUTICALS,1610433594.0,31921.01,0.77,0.91,0.18,2.15,-3.79,0.03,Free,2018,Oct
11,COALINDIA,Coal India Ltd.,MINING,62074091770.0,36346.24,0.88,0.54,0.06,2.19,-0.04,0.04,Free,2018,Oct
12,DRREDDY,Dr. Reddy's Laboratories Ltd.,PHARMACEUTICALS,830149400.0,30814.95,0.74,0.65,0.07,2.47,0.47,0.03,Free,2018,Oct
13,EICHERMOT,Eicher Motors Ltd.,AUTOMOBILES - 4 WHEELERS,272677000.0,29809.87,0.72,1.15,0.22,3.78,-9.6,0.03,Free,2018,Oct
14,GAIL,GAIL (India) Ltd.,GAS,22550709330.0,33758.41,0.82,0.83,0.11,3.06,-1.25,0.03,Free,2018,Oct
15,GRASIM,Grasim Industries Ltd.,CEMENT AND CEMENT PRODUCTS,1315182576.0,32888.11,0.79,1.24,0.29,2.3,-18.4,0.03,Free,2018,Oct
16,HCLTECH,HCL Technologies Ltd.,COMPUTERS - SOFTWARE,2785043328.0,58797.83,1.42,0.47,0.05,2.71,-2.96,0.03,Free,2018,Oct
17,HDFCBANK,HDFC Bank Ltd.,BANKS,5429877072.0,410032.42,9.91,0.68,0.28,1.32,-4.7,0.02,Free,2018,Oct
18,HEROMOTOCO,Hero MotoCorp Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,399422910.0,35858.74,0.87,0.75,0.17,2.02,-5.83,0.02,Free,2018,Oct
19,HINDALCO,Hindalco Industries Ltd.,ALUMINIUM,2245349407.0,32166.88,0.78,1.47,0.24,3.28,-4.03,0.03,Free,2018,Oct
20,HINDPETRO,Hindustan Petroleum Corporation Ltd.,REFINERIES,15238226250.0,16736.68,0.4,1.43,0.12,7.83,-10.86,0.1,Free,2018,Oct
21,HINDUNILVR,Hindustan Unilever Ltd.,DIVERSIFIED,2164644695.0,115843.34,2.8,0.72,0.18,1.77,0.83,0.02,Free,2018,Oct
22,HDFC,Housing Development Finance Corporation Ltd.,FINANCE - HOUSING,3386844276.0,287624.36,6.95,1.26,0.42,2.56,0.84,0.02,Free,2018,Oct
23,ITC,I T C Ltd.,CIGARETTES,12231342282.0,239819.93,5.8,0.85,0.26,1.72,-5.93,0.03,Free,2018,Oct
24,ICICIBANK,ICICI Bank Ltd.,BANKS,12868342266.0,228413.08,5.52,1.43,0.31,3.24,16.18,0.03,Free,2018,Oct
25,IBULHSGFIN,Indiabulls Housing Finance Ltd.,FINANCE - HOUSING,853391352.0,27777.38,0.67,2.1,0.29,7.09,-2.6,0.06,Free,2018,Oct
26,IOC,Indian Oil Corporation Ltd.,REFINERIES,97118099280.0,29581.2,0.71,1.22,0.18,5.07,-9.72,0.04,Free,2018,Oct
27,INDUSINDBK,IndusInd Bank Ltd.,BANKS,6010120300.0,72802.69,1.76,0.88,0.21,2.82,-15.68,0.03,Free,2018,Oct
28,INFY,Infosys Ltd.,COMPUTERS - SOFTWARE,21841914900.0,260865.85,6.3,0.55,0.08,2.3,-5.98,0.03,Free,2018,Oct
29,JSWSTEEL,JSW Steel Ltd.,STEEL AND STEEL PRODUCTS,2417220440.0,35277.4,0.85,1.38,0.29,2.23,-11.07,0.03,Free,2018,Oct
30,KOTAKBANK,Kotak Mahindra Bank Ltd.,BANKS,9534034035.0,149380.2,3.61,0.91,0.27,2.15,-1.97,0.02,Free,2018,Oct
31,LT,Larsen & Toubro Ltd.,ENGINEERING,2803974072.0,160078.88,3.87,1.08,0.35,1.74,2.0,0.03,Free,2018,Oct
32,M&M,Mahindra & Mahindra Ltd.,AUTOMOBILES - 4 WHEELERS,6215962720.0,71416.75,1.73,1.1,0.28,2.68,-11.03,0.02,Free,2018,Oct
33,MARUTI,Maruti Suzuki India Ltd.,AUTOMOBILES - 4 WHEELERS,1510400300.0,87942.03,2.13,1.06,0.33,2.33,-9.96,0.02,Free,2018,Oct
34,NTPC,NTPC Ltd.,POWER,82454644000.0,50022.76,1.21,0.61,0.17,1.09,-4.32,0.04,Free,2018,Oct
35,ONGC,Oil & Natural Gas Corporation Ltd.,OIL EXPLORATION/PRODUCTION,64166175900.0,43267.25,1.05,1.12,0.22,3.82,-13.52,0.03,Free,2018,Oct
36,POWERGRID,Power Grid Corporation of India Ltd.,POWER,52315896480.0,42803.82,1.03,0.51,0.11,0.98,-1.3,0.04,Free,2018,Oct
37,RELIANCE,Reliance Industries Ltd.,REFINERIES,63384392110.0,363240.11,8.78,1.32,0.39,3.14,-15.64,0.03,Free,2018,Oct
38,SBIN,State Bank of India,BANKS,8924587534.0,105477.92,2.55,1.61,0.36,3.21,5.99,0.02,Free,2018,Oct
39,SUNPHARMA,Sun Pharmaceutical Industries Ltd.,PHARMACEUTICALS,2399324674.0,64041.57,1.55,1.0,0.14,2.2,-6.9,0.02,Free,2018,Oct
40,TCS,Tata Consultancy Services Ltd.,COMPUTERS - SOFTWARE,3828575182.0,207769.88,5.02,0.38,0.03,2.39,-11.24,0.03,Free,2018,Oct
41,TATAMOTORS,Tata Motors Ltd.,AUTOMOBILES - 4 WHEELERS,5774697388.0,33095.95,0.8,1.28,0.22,3.44,-19.94,0.03,Free,2018,Oct
42,TATASTEEL,Tata Steel Ltd.,STEEL AND STEEL PRODUCTS,11266107550.0,41806.22,1.01,1.46,0.32,2.13,-4.71,0.03,Free,2018,Oct
43,TECHM,Tech Mahindra Ltd.,COMPUTERS - SOFTWARE,4903657745.0,46692.24,1.13,0.62,0.06,2.74,-0.21,0.03,Free,2018,Oct
44,TITAN,Titan Company Ltd.,"GEMS, JEWELLERY AND WATCHES",887786160.0,35241.74,0.85,1.0,0.13,2.63,4.84,0.03,Free,2018,Oct
45,UPL,UPL Ltd.,PESTICIDES AND AGROCHEMICALS,1018685340.0,24730.22,0.6,1.49,0.27,2.9,1.51,0.03,Free,2018,Oct
46,ULTRACEMCO,UltraTech Cement Ltd.,CEMENT AND CEMENT PRODUCTS,2746258690.0,36518.98,0.88,1.04,0.29,2.07,-13.81,0.03,Free,2018,Oct
47,VEDL,Vedanta Ltd.,MINING,3717196639.0,39244.3,0.95,1.4,0.23,3.24,-9.1,0.03,Free,2018,Oct
48,WIPRO,Wipro Ltd.,COMPUTERS - SOFTWARE,9048094464.0,37459.11,0.91,0.3,0.03,1.64,2.22,0.03,Free,2018,Oct
49,YESBANK,Yes Bank Ltd.,BANKS,4616253240.0,34732.69,0.84,1.43,0.14,4.57,2.42,0.06,Free,2018,Oct
50,ZEEL,Zee Entertainment Enterprises Ltd.,MEDIA & ENTERTAINMENT,960463070.0,25129.36,0.61,0.67,0.13,2.37,2.85,0.03,Free,2018,Oct
1,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,SHIPPING,4141903522.0,25883.17,0.59,1.27,0.25,1.85,-14.15894558,0.05,Free,2018,Sep
2,ASIANPAINT,Asian Paints Ltd.,PAINTS,959197790.0,58304.93,1.34,0.74,0.16,1.55,-5.76705891,0.03,Free,2018,Sep
3,AXISBANK,Axis Bank Ltd.,BANKS,5137681032.0,108698.56,2.5,1.34,0.22,1.66,-5.54485945,0.03,Free,2018,Sep
4,BAJAJ-AUTO,Bajaj Auto Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,2893670200.0,36549.99,0.84,1.02,0.21,1.86,-2.09118895,0.03,Free,2018,Sep
5,BAJFINANCE,Bajaj Finance Ltd.,FINANCE,1155936776.0,51374.45,1.18,1.24,0.19,2.52,-24.10558006,0.03,Free,2018,Sep
6,BAJAJFINSV,Bajaj Finserv Ltd.,FINANCE,795675485.0,36320.29,0.83,1.22,0.25,2.14,-10.99024867,0.04,Free,2018,Sep
7,BPCL,Bharat Petroleum Corporation Ltd.,REFINERIES,21692527440.0,29218.53,0.67,1.04,0.12,2.39,3.32781,0.02,Free,2018,Sep
8,BHARTIARTL,Bharti Airtel Ltd.,TELECOMMUNICATION - SERVICES,19987000535.0,44659.55,1.03,1.25,0.15,2.08,-11.80148496,0.04,Free,2018,Sep
9,INFRATEL,Bharti Infratel Ltd.,TELECOMMUNICATION - EQUIPMENT,18496082460.0,22372.31,0.51,0.64,0.05,2.19,-8.3478564,0.04,Free,2018,Sep
10,CIPLA,Cipla Ltd.,PHARMACEUTICALS,1610433594.0,33179.08,0.76,0.86,0.13,1.37,-1.22328777,0.03,Free,2018,Sep
11,COALINDIA,Coal India Ltd.,MINING,62074091770.0,36359.9,0.83,0.55,0.05,1.81,-6.88931631,0.04,Free,2018,Sep
12,DRREDDY,Dr. Reddy's Laboratories Ltd.,PHARMACEUTICALS,830149400.0,30671.94,0.7,0.69,0.06,1.78,1.55096308,0.03,Free,2018,Sep
13,EICHERMOT,Eicher Motors Ltd.,AUTOMOBILES - 4 WHEELERS,272677000.0,32974.01,0.76,0.88,0.14,2.31,-13.80750007,0.02,Free,2018,Sep
14,GAIL,GAIL (India) Ltd.,GAS,22550709330.0,34186.88,0.78,0.75,0.08,1.62,1.82697474,0.03,Free,2018,Sep
15,GRASIM,Grasim Industries Ltd.,CEMENT AND CEMENT PRODUCTS,1315182576.0,40303.77,0.93,1.19,0.22,1.8,-4.30913349,0.03,Free,2018,Sep
16,HCLTECH,HCL Technologies Ltd.,COMPUTERS - SOFTWARE,2785043328.0,60591.4,1.39,0.36,0.02,1.15,3.95145492,0.02,Free,2018,Sep
17,HDFCBANK,HDFC Bank Ltd.,BANKS,5429877072.0,430257.89,9.88,0.76,0.27,1.13,-2.67562585,0.02,Free,2018,Sep
18,HEROMOTOCO,Hero MotoCorp Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,399422910.0,38077.24,0.87,0.72,0.13,2.03,-9.85155818,0.02,Free,2018,Sep
19,HINDALCO,Hindalco Industries Ltd.,ALUMINIUM,2245349407.0,33516.89,0.77,1.72,0.27,2.44,-3.48812776,0.03,Free,2018,Sep
20,HINDPETRO,Hindustan Petroleum Corporation Ltd.,REFINERIES,15238226250.0,18775.09,0.43,1.16,0.12,2.33,-0.92592593,0.03,Free,2018,Sep
21,HINDUNILVR,Hindustan Unilever Ltd.,DIVERSIFIED,2164644695.0,114893.28,2.64,0.79,0.18,2.03,-9.64552553,0.02,Free,2018,Sep
22,HDFC,Housing Development Finance Corporation Ltd.,FINANCE - HOUSING,3386844276.0,285226.48,6.55,1.22,0.38,2.13,-9.37265942,0.02,Free,2018,Sep
23,ITC,I T C Ltd.,CIGARETTES,12231342282.0,254931.75,5.85,0.84,0.22,1.59,-6.90948882,0.03,Free,2018,Sep
24,ICICIBANK,ICICI Bank Ltd.,BANKS,12868342266.0,196596.1,4.51,1.58,0.27,1.36,-10.81436077,0.03,Free,2018,Sep
25,IBULHSGFIN,Indiabulls Housing Finance Ltd.,FINANCE - HOUSING,853391352.0,28517.91,0.65,1.7,0.26,4.49,-31.95552908,0.09,Free,2018,Sep
26,IOC,Indian Oil Corporation Ltd.,REFINERIES,97118099280.0,32764.73,0.75,0.97,0.13,1.6,-1.41433623,0.03,Free,2018,Sep
27,INDUSINDBK,IndusInd Bank Ltd.,BANKS,6010120300.0,86337.93,1.98,0.83,0.19,1.76,-11.35791461,0.03,Free,2018,Sep
28,INFY,Infosys Ltd.,COMPUTERS - SOFTWARE,21841914900.0,277455.01,6.37,0.49,0.06,1.21,1.3184373,0.02,Free,2018,Sep
29,JSWSTEEL,JSW Steel Ltd.,STEEL AND STEEL PRODUCTS,2417220440.0,39668.88,0.91,1.47,0.26,1.86,-3.70884319,0.03,Free,2018,Sep
30,KOTAKBANK,Kotak Mahindra Bank Ltd.,BANKS,9534034035.0,152376.75,3.5,0.98,0.25,1.71,-11.31481841,0.02,Free,2018,Sep
31,LT,Larsen & Toubro Ltd.,ENGINEERING,2803974072.0,156945.16,3.6,1.24,0.36,1.0,-7.11547589,0.03,Free,2018,Sep
32,M&M,Mahindra & Mahindra Ltd.,AUTOMOBILES - 4 WHEELERS,6215962720.0,80274.5,1.84,0.97,0.2,2.19,-10.81011085,0.02,Free,2018,Sep
33,MARUTI,Maruti Suzuki India Ltd.,AUTOMOBILES - 4 WHEELERS,1510400300.0,97665.44,2.24,1.0,0.27,1.54,-19.22134031,0.02,Free,2018,Sep
34,NTPC,NTPC Ltd.,POWER,82454644000.0,52278.72,1.2,0.73,0.18,1.04,-2.71137026,0.03,Free,2018,Sep
35,ONGC,Oil & Natural Gas Corporation Ltd.,OIL EXPLORATION/PRODUCTION,64166175900.0,50029.08,1.15,0.87,0.14,1.41,-1.58289364,0.03,Free,2018,Sep
36,POWERGRID,Power Grid Corporation of India Ltd.,POWER,52315896480.0,43367.79,1.0,0.59,0.1,2.06,-6.50124069,0.04,Free,2018,Sep
37,RELIANCE,Reliance Industries Ltd.,REFINERIES,63384392110.0,430565.74,9.89,1.21,0.31,1.29,1.3127693,0.03,Free,2018,Sep
38,SBIN,State Bank of India,BANKS,8924587534.0,99518.08,2.29,1.76,0.2,1.69,-14.24418605,0.02,Free,2018,Sep
39,SUNPHARMA,Sun Pharmaceutical Industries Ltd.,PHARMACEUTICALS,2399324674.0,68787.44,1.58,1.05,0.12,1.96,-4.53396645,0.02,Free,2018,Sep
40,TCS,Tata Consultancy Services Ltd.,COMPUTERS - SOFTWARE,3828575182.0,234092.87,5.38,0.22,0.01,1.51,5.06639723,0.02,Free,2018,Sep
41,TATAMOTORS,Tata Motors Ltd.,AUTOMOBILES - 4 WHEELERS,5774697388.0,41337.59,0.95,1.34,0.22,1.98,-16.37383178,0.03,Free,2018,Sep
42,TATASTEEL,Tata Steel Ltd.,STEEL AND STEEL PRODUCTS,11266107550.0,43874.45,1.01,1.73,0.35,1.99,-3.20566195,0.03,Free,2018,Sep
43,TECHM,Tech Mahindra Ltd.,COMPUTERS - SOFTWARE,4903657745.0,46792.66,1.07,0.5,0.03,1.84,-2.65082267,0.03,Free,2018,Sep
44,TITAN,Titan Company Ltd.,"GEMS, JEWELLERY AND WATCHES",887786160.0,33614.42,0.77,1.03,0.11,1.89,-9.67597264,0.02,Free,2018,Sep
45,UPL,UPL Ltd.,PESTICIDES AND AGROCHEMICALS,1018685340.0,24361.66,0.56,1.47,0.22,2.6,-7.12987558,0.03,Free,2018,Sep
46,ULTRACEMCO,UltraTech Cement Ltd.,CEMENT AND CEMENT PRODUCTS,2746258690.0,42368.76,0.97,1.2,0.3,1.76,-9.28499609,0.03,Free,2018,Sep
47,VEDL,Vedanta Ltd.,MINING,3717196639.0,43175.24,0.99,1.7,0.29,2.24,2.02020202,0.02,Free,2018,Sep
48,WIPRO,Wipro Ltd.,COMPUTERS - SOFTWARE,9048094464.0,36644.78,0.84,0.33,0.03,1.2,7.55186722,0.02,Free,2018,Sep
49,YESBANK,Yes Bank Ltd.,BANKS,4616253240.0,33911.0,0.78,1.55,0.14,7.12,-46.5356623,0.04,Free,2018,Sep
50,ZEEL,Zee Entertainment Enterprises Ltd.,MEDIA & ENTERTAINMENT,960463070.0,24433.03,0.56,0.66,0.1,1.22,-12.27122712,0.03,Free,2018,Sep
1,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,SHIPPING,4141903522.0,30911.85,0.65,1.37,0.25,1.05,3.87,0.02,Free,2019,Apr
2,ASIANPAINT,Asian Paints Ltd.,PAINTS,959197790.0,65962.16,1.39,0.99,0.29,1.48,-1.98,0.02,Free,2019,Apr
3,AXISBANK,Axis Bank Ltd.,BANKS,5142458262.0,149852.78,3.16,1.16,0.29,1.11,-1.34,0.02,Free,2019,Apr
4,BAJAJ-AUTO,Bajaj Auto Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,2893670200.0,40584.51,0.86,0.85,0.17,1.17,2.51,0.02,Free,2019,Apr
5,BAJFINANCE,Bajaj Finance Ltd.,FINANCE,1155936776.0,73363.81,1.55,1.44,0.26,1.28,2.35,0.02,Free,2019,Apr
6,BAJAJFINSV,Bajaj Finserv Ltd.,FINANCE,795680555.0,45477.46,0.96,1.39,0.33,1.18,6.87,0.02,Free,2019,Apr
7,BPCL,Bharat Petroleum Corporation Ltd.,REFINERIES,21692527440.0,29663.66,0.63,1.61,0.22,2.65,-4.45,0.02,Free,2019,Apr
8,BHARTIARTL,Bharti Airtel Ltd.,TELECOMMUNICATION - SERVICES,25654955910.0,54234.06,1.15,1.2,0.18,1.85,4.73,0.03,Free,2019,Apr
9,INFRATEL,Bharti Infratel Ltd.,TELECOMMUNICATION - EQUIPMENT,18496082460.0,22338.27,0.47,0.29,0.01,2.68,-16.23,0.03,Free,2019,Apr
10,BRITANNIA,Britannia Industries Ltd.,FOOD AND FOOD PROCESSING,240318294.0,34102.72,0.72,0.83,0.21,0.98,-6.14,0.02,Free,2019,Apr
11,CIPLA,Cipla Ltd.,PHARMACEUTICALS,1611398096.0,28678.86,0.61,0.77,0.15,1.24,6.83,0.02,Free,2019,Apr
12,COALINDIA,Coal India Ltd.,MINING,62074091770.0,42260.35,0.89,0.5,0.06,1.16,6.3,0.03,Free,2019,Apr
13,DRREDDY,Dr. Reddy's Laboratories Ltd.,PHARMACEUTICALS,830304305.0,35564.22,0.75,0.48,0.04,0.99,5.52,0.02,Free,2019,Apr
14,EICHERMOT,Eicher Motors Ltd.,AUTOMOBILES - 4 WHEELERS,272825700.0,28340.68,0.6,1.47,0.28,1.48,-0.87,0.02,Free,2019,Apr
15,GAIL,GAIL (India) Ltd.,GAS,22550709330.0,32107.7,0.68,0.92,0.14,1.88,2.39,0.03,Free,2019,Apr
16,GRASIM,Grasim Industries Ltd.,CEMENT AND CEMENT PRODUCTS,1315196726.0,35557.66,0.75,1.13,0.23,1.64,5.04,0.02,Free,2019,Apr
17,HCLTECH,HCL Technologies Ltd.,COMPUTERS - SOFTWARE,2712526216.0,64197.36,1.36,0.59,0.07,1.55,8.82,0.02,Free,2019,Apr
18,HDFCBANK,HDFC Bank Ltd.,BANKS,5446613220.0,498579.03,10.53,0.68,0.28,1.0,-0.06,0.02,Free,2019,Apr
19,HEROMOTOCO,Hero MotoCorp Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,399453768.0,32609.46,0.69,0.92,0.17,1.51,-1.62,0.01,Free,2019,Apr
20,HINDALCO,Hindalco Industries Ltd.,ALUMINIUM,2245530245.0,30074.95,0.64,1.39,0.25,1.87,0.27,0.02,Free,2019,Apr
21,HINDUNILVR,Hindustan Unilever Ltd.,DIVERSIFIED,2164671952.0,125559.85,2.65,0.72,0.18,0.61,2.98,0.02,Free,2019,Apr
22,HDFC,Housing Development Finance Corporation Ltd.,FINANCE - HOUSING,3437401980.0,329173.86,6.95,1.22,0.43,1.28,1.36,0.01,Free,2019,Apr
23,ICICIBANK,ICICI Bank Ltd.,BANKS,12889191588.0,262617.28,5.55,1.31,0.3,1.58,1.75,0.03,Free,2019,Apr
24,ITC,ITC Ltd.,CIGARETTES,12253905922.0,258490.02,5.46,0.9,0.3,0.99,1.38,0.02,Free,2019,Apr
25,IBULHSGFIN,Indiabulls Housing Finance Ltd.,FINANCE - HOUSING,854806678.0,23184.54,0.49,2.29,0.26,3.12,-18.97,0.04,Free,2019,Apr
26,IOC,Indian Oil Corporation Ltd.,REFINERIES,94141589220.0,37197.7,0.79,1.39,0.2,2.1,-2.95,0.03,Free,2019,Apr
27,INDUSINDBK,IndusInd Bank Ltd.,BANKS,6026855580.0,82298.22,1.74,1.05,0.23,2.31,-9.75,0.02,Free,2019,Apr
28,INFY,Infosys Ltd.,COMPUTERS - SOFTWARE,21844657220.0,285585.91,6.03,0.59,0.1,1.21,1.01,0.02,Free,2019,Apr
29,JSWSTEEL,JSW Steel Ltd.,STEEL AND STEEL PRODUCTS,2417220440.0,31304.7,0.66,1.22,0.23,1.92,5.22,0.03,Free,2019,Apr
30,KOTAKBANK,Kotak Mahindra Bank Ltd.,BANKS,9540170005.0,185190.92,3.91,0.94,0.23,0.87,3.9,0.02,Free,2019,Apr
31,LT,Larsen & Toubro Ltd.,ENGINEERING,2805249138.0,166452.82,3.51,0.92,0.3,0.89,-2.65,0.02,Free,2019,Apr
32,M&M,Mahindra & Mahindra Ltd.,AUTOMOBILES - 4 WHEELERS,6215962720.0,60167.41,1.27,1.22,0.32,1.01,-4.24,0.02,Free,2019,Apr
33,MARUTI,Maruti Suzuki India Ltd.,AUTOMOBILES - 4 WHEELERS,1510400300.0,88606.61,1.87,1.13,0.29,1.55,-0.09,0.02,Free,2019,Apr
34,NTPC,NTPC Ltd.,POWER,98945572800.0,54380.98,1.15,0.62,0.12,0.78,-0.48,0.03,Free,2019,Apr
35,ONGC,Oil & Natural Gas Corporation Ltd.,OIL EXPLORATION/PRODUCTION,62901396030.0,51086.0,1.08,1.01,0.17,1.37,5.92,0.03,Free,2019,Apr
36,POWERGRID,Power Grid Corporation of India Ltd.,POWER,52315896480.0,42907.41,0.91,0.56,0.1,1.03,-5.81,0.02,Free,2019,Apr
37,RELIANCE,Reliance Industries Ltd.,REFINERIES,63386926930.0,476740.68,10.07,1.46,0.45,1.42,2.17,0.02,Free,2019,Apr
38,SBIN,State Bank of India,BANKS,8924611534.0,116179.7,2.45,1.34,0.33,1.34,-3.37,0.02,Free,2019,Apr
39,SUNPHARMA,Sun Pharmaceutical Industries Ltd.,PHARMACEUTICALS,2399334970.0,50510.56,1.07,0.84,0.08,1.35,-4.43,0.02,Free,2019,Apr
40,TCS,Tata Consultancy Services Ltd.,COMPUTERS - SOFTWARE,3752384706.0,237487.68,5.01,0.48,0.06,1.72,12.92,0.02,Free,2019,Apr
